INDUS,NOX,RM,AGE,PTRATIO,CRIM_log,DIS_log,TAX_log,LSTAT_log,RAD_2,RAD_3,RAD_4,RAD_5,RAD_6,RAD_7,RAD_8,RAD_24,ZN_12.5,ZN_17.5,ZN_18.0,ZN_20.0,ZN_21.0,ZN_22.0,ZN_25.0,ZN_28.0,ZN_30.0,ZN_33.0,ZN_34.0,ZN_35.0,ZN_40.0,ZN_45.0,ZN_52.5,ZN_55.0,ZN_60.0,ZN_70.0,ZN_75.0,ZN_80.0,ZN_82.5,ZN_85.0,ZN_90.0,ZN_95.0,ZN_100.0
10.01,0.547,6.715,81.6,17.8,0.09607352474606409,1.3022331734934556,6.07073772800249,2.412335956953165,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.01,0.547,5.913,92.9,17.8,0.11626187928444467,1.2099747565215704,6.07073772800249,2.845490610223448,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.01,0.547,6.092,95.4,17.8,0.20058705560079915,1.266384064447333,6.07073772800249,2.895359299407204,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.01,0.547,6.254,84.2,17.8,0.13305252798715148,1.180652999004319,6.07073772800249,2.4379897300002487,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.01,0.547,5.928,88.2,17.8,0.15814839260023486,1.242164141699867,6.07073772800249,2.818995095053937,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.01,0.547,6.176,72.5,17.8,0.12361488619930212,1.3164350429478264,6.07073772800249,2.5680215564985067,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.01,0.547,6.021,82.6,17.8,0.1406137533941644,1.321062266182275,6.07073772800249,2.424802725718295,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.01,0.547,5.872,73.1,17.8,0.12273077538031703,1.246313644815461,6.07073772800249,2.7954503913830435,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.01,0.547,5.731,65.2,17.8,0.13519500804868875,1.3242061688064688,6.07073772800249,2.681706225762608,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.65,0.581,5.87,69.7,19.1,0.06671427746220379,1.1810214249088273,5.241747015059643,2.7324175575505043,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.65,0.581,6.004,84.1,19.1,0.06919951680100443,1.1623379795486546,5.241747015059643,2.725890119230541,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.65,0.581,5.961,92.9,19.1,0.08891706002171539,1.1271673510853832,5.241747015059643,2.9407479652212314,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.65,0.581,5.856,97.0,19.1,0.14009232257621806,1.0799050612024137,5.241747015059643,3.273742726309041,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.65,0.581,5.879,95.8,19.1,0.09393650947837956,1.1007100867502557,5.241747015059643,2.922085733385692,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.65,0.581,5.986,88.4,19.1,0.15616579098344338,1.096242817019375,5.241747015059643,2.7606426512213806,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.65,0.581,5.613,95.6,19.1,0.3273954526862417,1.0142156720293598,5.241747015059643,3.3414473772563813,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,5.693,96.0,21.2,0.23043689014167512,1.025432091126597,6.082218910376446,2.900871992530031,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,6.431,98.8,21.2,0.2817369350921532,1.0340737675305385,6.082218910376446,2.7966713927557385,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,5.637,94.7,21.2,0.6319364495150488,1.091889742907283,6.082218910376446,2.9621754900251482,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,6.458,98.9,21.2,0.29271438907980246,1.1373521169840404,6.082218910376446,2.6100697927420065,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,6.326,97.7,21.2,0.7852431092803437,1.1850957485562468,6.082218910376446,2.5847519847577165,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,6.372,97.9,21.2,0.46376546227858856,1.2021912182435053,6.082218910376446,2.4948569806411682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,5.822,95.4,21.2,0.2850435947287374,1.2441257750997043,6.082218910376446,2.7744619666214616,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,5.757,98.4,21.2,0.6811606280137663,1.2077656025646322,6.082218910376446,2.907447358686419,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,6.335,98.2,21.2,0.44326173080273074,1.1348477812502051,6.082218910376446,2.8881470628740535,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,5.942,93.5,21.2,0.2796297392609525,1.0875176366624961,6.082218910376446,2.884800712846709,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,6.454,98.4,21.2,0.3018290306776389,1.0472488163795515,6.082218910376446,2.7466296830696852,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,5.857,98.2,21.2,0.22298353851284425,0.9815539903261833,6.082218910376446,3.1054831375131102,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,6.151,97.9,21.2,0.43471318246714963,0.9815914624562909,6.082218910376446,2.968361076757859,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,6.174,93.6,21.2,0.2553396495305266,0.9600779258420978,6.082218910376446,3.22525543183224,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.89,0.624,5.019,100.0,21.2,0.9664666021758896,0.8917521074270008,6.082218910376446,3.566994266123812,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,5.403,100.0,14.7,1.4634984282783583,0.8422566031477864,6.0014148779611505,3.325755186495297,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,5.468,100.0,14.7,1.6287306058145095,0.8803733566873551,6.0014148779611505,3.3112726741341683,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,4.903,97.8,14.7,1.3296552241970494,0.8526691235768302,6.0014148779611505,3.410817625039146,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,6.13,100.0,14.7,1.2176804241557975,0.8833955701698857,6.0014148779611505,3.3603753871419,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,5.628,100.0,14.7,1.1490043437281394,0.9229087841757304,6.0014148779611505,2.8707357833793057,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,4.926,95.7,14.7,1.2145031649491107,0.9004865003291879,6.0014148779611505,3.4187098067467865,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,5.186,93.8,14.7,1.2032695571055652,0.9280611874730705,6.0014148779611505,3.3782698770184507,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,5.597,94.9,14.7,1.317472010807663,0.9265182520295909,6.0014148779611505,3.1112906141882632,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,6.122,97.3,14.7,0.977047109716266,0.9624106674877082,6.0014148779611505,2.714694743820879,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,5.404,100.0,14.7,0.9148176474178114,0.9522754455936652,6.0014148779611505,2.658859956911438,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,5.012,88.0,14.7,0.754515055507092,0.9594268467512903,6.0014148779611505,2.574137783515943,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,5.709,98.5,14.7,1.1471421014887528,0.9643949465483015,6.0014148779611505,2.8207834710894493,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,6.129,96.0,14.7,0.8812229832136547,1.0113827060551825,6.0014148779611505,2.780060737078482,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,6.152,82.6,14.7,1.5118272886363335,1.0099632077367902,6.0014148779611505,2.7738379416402132,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,5.272,94.0,14.7,1.2374114488766446,1.0066431879047057,6.0014148779611505,2.8414149131696336,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,6.943,97.4,14.7,0.7991185096332698,1.056852354419878,6.0014148779611505,1.7209792871670078,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,6.066,100.0,14.7,0.8513638686748988,1.0142519400500365,6.0014148779611505,2.005525858729668,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.871,6.51,100.0,14.7,0.8858397717781171,1.0173660792990713,6.0014148779611505,2.127040520479115,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,6.25,92.6,14.7,0.8213029001101178,1.0290478252822006,6.0014148779611505,1.8718021769015913,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,7.489,90.8,14.7,0.9015262716731895,1.0888649372132297,6.0014148779611505,1.0043016091968684,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,7.802,98.2,14.7,1.0416079806003153,1.1120877520695331,6.0014148779611505,1.0715836162801904,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,8.375,93.9,14.7,0.9238699369975489,1.1512047387872804,6.0014148779611505,1.463255402256019,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,5.854,91.8,14.7,1.176301459715032,1.2302251754700018,6.0014148779611505,2.5368663887187113,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,6.101,93.0,14.7,1.3671115417031166,1.1888794708782808,6.0014148779611505,2.3804716316511167,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,7.929,96.2,14.7,1.1020031996922046,1.1137964239931497,6.0014148779611505,1.547562508716013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,5.877,79.2,14.7,1.0297194121814914,1.2313642109178486,6.0014148779611505,2.5756610130564646,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,6.319,96.1,14.7,1.194043673248051,1.1314021114911006,6.0014148779611505,2.4932054526026954,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,6.402,95.2,14.7,1.2382379898788045,1.1824937726488118,6.0014148779611505,2.511223958105374,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,5.875,94.6,14.7,0.7918244127486899,1.2313642109178486,6.0014148779611505,2.7363136663750693,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.58,0.605,5.88,97.3,14.7,1.1981257435340087,1.220446367018825,6.0014148779611505,2.567254391136754,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.05,0.51,5.572,88.5,16.6,0.13027359174921221,1.2798499248990267,5.6937321388027,2.753023566744941,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.05,0.51,6.416,84.1,16.6,0.08780939182440828,1.293712954824322,5.6937321388027,2.306577114263583,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.05,0.51,5.859,68.7,16.6,0.08109138838488845,1.3088462013607478,5.6937321388027,2.3646204839134985,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.05,0.51,6.546,33.1,16.6,0.06451352082506596,1.4188341526876722,5.6937321388027,1.8453002361560848,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.05,0.51,6.02,47.2,16.6,0.06786423481612996,1.5162035765741146,5.6937321388027,2.4078456036515385,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.05,0.51,6.315,73.4,16.6,0.05282961364453219,1.4626765310386967,5.6937321388027,1.986503546020567,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.05,0.51,6.86,74.4,16.6,0.06430724439516707,1.3648919548594545,5.6937321388027,2.0693912058263346,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.46,0.488,6.98,58.4,17.8,0.05619127964974249,1.3426036724951576,5.267858159063328,1.7984040119467235,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.46,0.488,7.765,83.3,17.8,0.06380074905066188,1.319352955366009,5.267858159063328,2.1471001901536506,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.46,0.488,6.144,62.2,17.8,0.06661137129850153,1.280350341923648,5.267858159063328,2.34660197841082,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.46,0.488,7.155,92.2,17.8,0.087122204181403,1.3084949686654788,5.267858159063328,1.7613002617433464,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.46,0.488,6.563,95.6,17.8,0.09538290443255226,1.347293623770158,5.267858159063328,1.8991179875485542,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.46,0.488,5.604,89.8,17.8,0.07980883417341514,1.383264776559526,5.267858159063328,2.7067159780890733,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.46,0.488,6.153,68.8,17.8,0.058712206079331676,1.4538829136791003,5.267858159063328,2.649714624089247,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.46,0.488,7.831,53.6,17.8,0.05450712449866107,1.4348940309559528,5.267858159063328,1.6956156086751528,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.44,0.437,6.782,41.1,15.2,0.07580296341550066,1.5662380931278812,5.988961416889864,2.038619547159581,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.44,0.437,6.556,29.1,15.2,0.11848501143594592,1.7168024187606237,5.988961416889864,1.715598108262491,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.44,0.437,7.185,38.9,15.2,0.08038111194681245,1.7168024187606237,5.988961416889864,1.8547342683894434,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.44,0.437,6.951,21.5,15.2,0.08680135493654229,2.012206053661006,5.988961416889864,1.8082887711792655,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.44,0.437,6.739,30.8,15.2,0.06682652665553059,2.012206053661006,5.988961416889864,1.7387102481382397,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3.44,0.437,7.178,26.3,15.2,0.08309036653209825,2.012206053661006,5.988961416889864,1.3532545070416904,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2.93,0.401,6.8,9.9,15.6,0.021634282125149704,1.9767995497079562,5.583496308781699,1.7967470107390942,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2.93,0.401,6.604,18.8,15.6,0.01428744660806955,1.9767995497079562,5.583496308781699,1.682688374173693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.46,0.422,7.875,32.0,14.4,0.01371551088594122,1.8943762242148179,5.545177444479562,1.3787660946990992,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.52,0.404,7.287,34.1,12.6,0.039326476790879826,2.1173392646828444,5.799092654460526,1.6253112615903906,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.52,0.404,7.107,36.6,12.6,0.04560414180501583,2.1173392646828444,5.799092654460526,2.262804222982201,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.52,0.404,7.274,38.3,12.6,0.036987452050280596,2.1173392646828444,5.799092654460526,2.030776369698555,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.47,0.403,6.975,15.3,17.0,0.03101405352916946,2.1579523072983493,5.998936561946683,1.715598108262491,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.47,0.403,7.135,13.9,17.0,0.017623784753549428,2.1579523072983493,5.998936561946683,1.6956156086751528,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.03,0.415,6.162,38.4,14.7,0.0338698845076152,1.9837562915454279,5.855071922202427,2.131796772013764,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2.03,0.415,7.61,15.7,14.7,0.021536417530524612,1.9837562915454279,5.855071922202427,1.413423028508143,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2.68,0.4161,7.853,33.2,14.7,0.034498040407567446,1.8112352457287118,5.41610040220442,1.57069708411767,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.68,0.4161,8.034,31.9,14.7,0.019890858697792765,1.8112352457287118,5.41610040220442,1.355835153635182,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.59,0.489,5.891,22.3,18.6,0.12788297027984558,1.5984578515909371,5.627621113690637,2.4740142086215764,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.59,0.489,6.326,52.5,18.6,0.20676210509846787,1.678012029589027,5.627621113690637,2.482403519569882,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.59,0.489,5.783,72.7,18.6,0.22473428542556148,1.678012029589027,5.627621113690637,2.947591898226056,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.59,0.489,6.064,59.1,18.6,0.12739887713087175,1.6561688149217069,5.627621113690637,2.751109690562657,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.59,0.489,5.344,100.0,18.6,0.3616595003706892,1.5841201044498106,5.627621113690637,3.18179681662678,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.59,0.489,5.96,92.1,18.6,0.1608084674913248,1.584550780926151,5.627621113690637,2.9052603703899154,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.59,0.489,5.404,88.6,18.6,0.31902084300745703,1.5400878342993072,5.627621113690637,3.2180755046974316,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.59,0.489,5.807,53.8,18.6,0.19654492343019744,1.5374262031238064,5.627621113690637,2.834976494674597,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.59,0.489,6.375,32.3,18.6,0.1314842987568961,1.5984578515909371,5.627621113690637,2.3398808777377424,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.59,0.489,5.412,9.8,18.6,0.2542933203064257,1.5233352133806888,5.627621113690637,3.4193646856176043,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.59,0.489,6.182,42.4,18.6,0.18067019404472417,1.5984578515909371,5.627621113690637,2.3485140248824456,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.89,0.55,5.888,56.0,16.4,0.04459088332787514,1.413933846923308,5.6240175061873385,2.6748380668960965,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.89,0.55,6.642,85.1,16.4,0.06778013642095809,1.4863885339051899,5.6240175061873385,2.3693087250369538,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.89,0.55,5.951,93.8,16.4,0.1049814438191745,1.3582291928515473,5.6240175061873385,2.9402195636237325,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.89,0.55,6.373,92.4,16.4,0.10818153284452815,1.4732286518051143,5.6240175061873385,2.4423470353692043,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.2,0.507,6.951,88.5,17.4,0.3060793008727377,1.3511075010305078,5.730099782973574,2.3711778844596574,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.2,0.507,6.164,91.3,17.4,0.341964270612869,1.3982229319851645,5.730099782973574,3.111735949310297,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.2,0.507,6.879,77.7,17.4,0.4846212690691169,1.4521055096236255,5.730099782973574,2.391511302188447,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.2,0.507,6.618,80.8,17.4,0.47914918090543834,1.4521055096236255,5.730099782973574,2.151762203259462,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
